PresentationID|Seq|Year|Source|First Name|Middle|Last Name|Organization|City|State|Country|Email|CoAuthor
12924802|1|10/16/2012|Medmeme|Jeffery||Fan|Western University of Health Sciences|Pomona, CA||||Liu_Mandy:Wang_Zhijun:Zuo_Zhong:Chow_Moses:Huang_Ying
12909978|1|10/16/2014|Medmeme|Chee-Mun||Fang|School of Pharmacy, Faculty of Science, The University of Nottingham Malaysia Campus|Selangor||Malaysia||
12891618|1|10/27/2014|Medmeme|G.||Fiscon|Institute for Systems Analysis and Computer Science, National Research Council|00185-Rome||||Weitschek_E.:De Cola_M.C.:De Salvo_S.:Bramanti_P.:Felici_G.
12895027|1|02/21/2015|Medmeme|Katelyn M.||Flint|Vanderbilt Univ.|||United States||Weis_Jared A.:Yankeelov_Thomas E.:Miga_Michael I.
12907369|1|02/19/2015|Medmeme|J||Gass|Women and Infants Hospial|||United States||Pesek_S:Onstad_M:Fogarty_S:Stuckey_A:Edmonson_D:Raker_C
12893627|1|12/09/2014|Medmeme|C||Gavegnano|Veterans Affairs Medical Center|Decatur GA 30033||United States||Dupuy_F:Brehm_J:Hurwitz_SJ:Sekaly_RP:Schinazi_RF
12895279|1|02/21/2015|Medmeme|Marios A.||Gavrielides|U.S. Food and Drug Administration|||United States||Gallas_Brandon:Hewitt_Stephen M.
12921898|1|02/04/2015|Medmeme|Dafna||Gladman|Toronto Western Hospital|Toronto||||Kavanaugh_Arthur:Mease_Philip:Adebajo_Adewale:Gomez-Reino_Juan:Hall_Stephen:Lespessailles_Eric:Schett_Georg:Shah_Kamal:Hu_ChiaChi:Stevens_Randall:Wollenhaupt_Jürgen
12895396|1|02/21/2015|Medmeme|Lars J.||Grimm|Duke Univ.|||United States||Zhang_Jing:Johnson_Karen:Lo_Joseph Y.:Mazurowski_Maciej A.
12893195|1|01/24/2015|Medmeme|Markus||Gschwind|Functional Brain Mapping Laboratory, Department of Neuroscience, Biotech Campus, University of Geneva|Geneva||Switzerland||Tomescu_Miralena I.:Hardmeier_Martin:Van de Ville_Dimitri:Fuhr_Peter:Michel_Christoph:Seeck_Margitta
12920295|1|01/20/2013|Medmeme|Melisa J.||Hamilton|British Columbia Cancer Agency|Vancouver, BC||Canada||Bosiljcic_Momir:Harbourne_Bryant T.:Le Pard_Nancy E.:Halvorsen_Elizabeth C.:Kim_Ada Y.:Banath_Judit P.:Krystal_Gerald:Bennewith_Kevin L.
12893580|1|11/21/2013|Medmeme|Dusan||Holub|Lekarska fakulta UP, UMTM|Olomouc||Ceska republika||Dzubak_Petr:Hajduch_Marian
12899735|1|09/03/2014|Medmeme|Lingyun||Huang|Philips Research China|||China||Zhao_Xihai:Huang_Manwei:Luo_Jianwen
12910808|1|05/17/2013|Medmeme|Ryan D.||Huff|Michael Smith Genome Sciences Centre, BC Cancer Agency|Vancouver, BC||Canada||Mendez-Lago_Maria:Morin_Ryan D.:Scott_David W.:Connors_Joseph M.:Gascoyne_Randy D.:Marra_Marco M.
12891355|1|11/14/2014|Medmeme|K.||Hutchinson|NCBES, National University of Ireland|Galway||Ireland||Kerley_C.:Elnazir_B.:Couglan_D.:Greally_P.:Rochev_Y:Faul_J. L.
12909966|1|08/26/2013|Medmeme|M.||Jezovicova|Institute of Medical Chemistry, Biochemistry and Clinical Biochemistry, Faculty of Medicine, Comenius University|Bratislava||Slovak Republic||Ďurackova_Z.:Misľanova_C.:Nagyova_Z.:Muchova_J.
12895555|1|02/21/2015|Medmeme|Wei||Ju|Soochow Univ.|||China||Xiang_Dehui:Zhang_Bin:Chen_Xinjian
12899517|1|09/19/2013|Medmeme|M.||Kakeda|Department of Dermatology, Mie University Graduate School of Medicine|Tsu, Mie||||Arock_M:Schlapbach_C:Yawalkar_N.
12914048|1|02/02/2015|Medmeme|Manijeh||Kamyar|University of Utah, Maternal Fetal Medicine|Salt Lake City, UT||||Varner_Michael:Clark_Erin
12914524|1|02/02/2015|Medmeme|Manijeh||Kamyar|University of Utah, Maternal Fetal Medicine|Salt Lake City, UT||||Bardsley_Tyler:Korgenski_Kent:Clark_Erin
12895336|1|02/21/2015|Medmeme|Elham||Karami|Imaging Research Labs., Robarts Research Institute|||Canada||Lee_Ting-Yim:Samani_Abbas
12924624|1|12/02/2012|Medmeme|Sara E.F.||Kost|Trev and Joyce Deeley Research Centre, BC Cancer Agency|Victoria, BC||Canada||de Leeuw_Ronald J.:Nelson_Brad H.
12885362|1|10/07/2014|Medmeme|G||Kovac|Slovak Medical School, Institute of Laboratory Medicine|Bratislava||Slovak Republic||Porubenova_A
12921847|1|02/04/2015|Medmeme|Diane||Lacaille|University of British Columbia/ Arthritis Research Centre of Canada|Richmond||||Lipson_Rachel:Thompson_Darby
12922117|1|01/31/2015|Medmeme|Sunggeun||Lee|Montefiore Medical Center, Wakefield Campus|Bronx, NY||United States||Olivo Gant_Arie:Katikaneni_Mahdavi
12920286|1|01/20/2013|Medmeme|Yonghun||Lee|Case Western Reserve University|Cleveland, OH||||Schiemann_William P.
12884512|1|06/10/2014|Medmeme|A||Leszczynska|Regenerative Medicine Institute, National University of Ireland|Galway||Ireland||O'Doherty_A:Farrell_E:O'brien_F:O'brien_T:Murphy_M
12921931|1|02/04/2015|Medmeme|Marina||Machado|McGill University/Federal University of Minas Gerais|Montreal||||Moura_Cristiano:Bernatsky_Sasha:Rahme_Elham:Acurcio_Francisco
12910965|1|01/15/2015|Medmeme|J.||Manuel Casas|University of California|Santa Barbara||||Vazquez_Luis
12933478|1|02/04/2015|Medmeme|Lannee||Nguyen|Psychology, University of California, 4926 W. Crystal Lane|San Diego, Santa Ana, CA 92704||||Pirogovsky Turk_E.:Burke_M.M.:Fong_C.H.:Litvan_I.:Lessig_S.:Song_D.:Filoteo_V.:Schiehser_D.M.
12893938|1|11/26/2014|Medmeme|Nootchanard||Noiket|Department of Biotechnology, Faculty of Engineering and Industrial Technology, Silpakorn University, Sanamchandra palace campus|Nakornpathom 73000||Thailand||Boonthip_Thanawat:Riangwong_Kanamon
12942392|1|08/25/2014|Medmeme|Aykut||Ozgür|Department of Bioengineering, Gaziosmanpaşa University|||Turkey||Koca_Irfan:Gümüş_Mehmet:Tutar_Yusuf
12943530|1|02/19/2015|Medmeme|Cynthia||Pietras|Western Michigan University|||||Peterson_Stephanie:Frieder_Jessica:Ross_Denise
12933022|1|02/04/2015|Medmeme|David M.||Scarisbrick|Neuropsychology Lab, Keck School of Medicine of USC, 425 N. Oklahoma Ave., Apt 2117|Oklahoma City, OK 73104||||Logue_E.:Thaler_N.S.:Copeland_C.T.:Hoffmeister_J.:Adams_R.:Scott_J.
12924532|1|12/02/2012|Medmeme|Trisha R.||Sippel|University of Colorado Anschutz Medical Campus|Aurora, CO||||Russell_Rae:Ung_Timothy:Klaassen_Marci:Waziri_Allen
12931207|1|01/01/2015|Medmeme|Thaiza F. M.||Souza|Centro de Ciências Naturais e Humanas, Universidade Federal do ABC|||Brazil||Ribeiro_Anderson O.:Cerchiaro_Giselle
12932071|1|02/19/2015|Medmeme|V.||Sucha|Faculty of Medicine, Comenius University, 1st Department of Internal Medicine|Bratislava||Slovak Republic||Kadleckova_B.:Repakova_B.:Jurgos_L.:Kinova_S.:Zelinkova_Z.
12892432|1|05/22/2014|Medmeme|H||Tlaskalová-Hogenová|Institute of Microbiology, Academy of Sciences of the Czech Republic|Prague||Czech Republic||Kokešová_A:Coufal_Š:Hansen_C:Štěpánková_R.:Hudcovic_T:Klimešová_K:Kverka_M:Zákostelská_Z:Hrnčíř_T:Kozáková_H:Schwarzer_M:Rossmann_P
12940244|1|02/23/2015|Medmeme|Michele||Tringali|HTA PROGRAM, DIREZIONE GENERALE SALUTE, REGIONE LOMBARDIA|||Italy||Gutiérrez-Ibarluzea_Iñaki:Keeling_Nanna:Børlum Kristensen_Finn
12931833|1|02/19/2015|Medmeme|A.||Variola|Sacro Cuore Don Calabria Negrar Hospital, Multispecialistic Centre for Recto-Perineal Diseases (IBD Unit), Department of Gastroenterology|Negrar (VR)||Italy||Fortuna_M.:Montanari_R.:Castelli_P.:Barugola_G.:Zamboni_G.:Ruffo_G.:Bocus_P.:Geccherle_A.
12941115|1|02/11/2015|Medmeme|B. C.||Wang|Elysia Group, LLC, Province of China|Taipei||Taiwan||Chen_Y.:Furnback_W.:Yang_R.
12931949|1|02/19/2015|Medmeme|K.-C.||Wu|Xijing Hospital of the Fourth Military Medical University, Gastroenterology|Xi'an||China||Ran_Z.H.:Gao_X.:Chen_M.:Zhong_J.:Sheng_J.-Q.:Kamm_M.A.:Travis_S.:Robinson_A.M.:Wallace_K.:Shapiro_M.:Li_Y.:Thakkar_R.B.
12931713|1|02/19/2015|Medmeme|Z.||Zelinkova|IBD Center-Thalion|Bratislava||Slovak Republic||Kadleckova_B.:Repakova_B.
12941165|1|02/11/2015|Medmeme|B.||Zulfikar|The Haemophilia Society of Turkey, Department of Pediatric Hematology and Oncology|Istanbul||Turkey||Ersen_A.:Koc_B.:Atalar_A. C.
